page_number,page_id,review_priority,human_review_required,auto_seed_status,suggested_canonical_route,auto_seeded_gold_route_label,legacy_route,ocr_word_count,part_number_count,seed_reasons,ocr_sample_text,source_image_path,gold_route_label,review_status,review_notes
159,t_p_120_1176_p000159,medium,True,needs_human_review,detailed_parts_list,,table,84,4,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY
21 190 | 120-40795-001 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
200 | 120-40796-003 COVER, T FRONT... cececeeceteereetees VS4956 1
210 | 120-40310-001 . COVER, TRIM, LATERAL ..........0.. ee VS4956 1
ATTACHING PARTS
220 | MS24693-S24 SCREW... 0... ceccceceeecceeeeeeeesereeeenteeeeesenees 7

USAGE CODE LIST

A AIRCRAFT 120034 THRU 120048 AND
120052

-ITEM NOT ILLUSTRATED

Single Passenger Seat (120-36833-503)
Figure 21
Sheet 3

EFFECTIVITY: ALL

25-21 -00 Page 1116

Sep 30/98

",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000159.tif,,needs_review,
160,t_p_120_1176_p000160,medium,True,needs_human_review,table_or_index,,table,74,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
60
60
he 30
100 | in (D)
10 89 it (A) 40
8079 is
90 \ NN
110
SE oe
180 150 ©) y / ay,
q 230
130 ZL,
Nees (C) 90 ox
160
170
190
(B) “eB 200 240
Ws 220 | 1
A = aC
| XN LF
r \ ae
|
240 i:
| 120TP250035A.MCE
Single Passenger Seat (120-36833-511)
Figure 22
Sheet 1
EFFECTIVITY: ALL
25-21-00 Page 1117
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000160.tif,,needs_review,
162,t_p_120_1176_p000162,medium,True,needs_human_review,detailed_parts_list,,table,88,4,detailed_parts_list_not_strong_enough,"€ everne

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
22 210 | 120-40795-001 . COVER, TRIM, REAR-FIXED ARMREST.. VS4956 1
220 | 120-40796-003 . COVER, TRIM, FRONT...............c0c eee VS4956 1
230 | 120-40310-001 . COVER, TRIM, LATERAL .................0ce VS4956 1
ATTACHING PARTS
240 | MS24693-S24 SCREW 0... cccccccccccccccteceeeeeeeeeesttetentsaees 7
USAGE CODE LIST
A AIRCRAFT 120035 THRU 120048,
120052, 120056 AND 120059
-ITEM NOT ILLUSTRATED
Single Passenger Seat (120-36833-511)
Figure 22
Sheet 3
EFFECTIVITY: ALL 25-2 1 -00
Page 1119

T.P. 120/1176 Sep 30/98

",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000162.tif,,needs_review,
163,t_p_120_1176_p000163,medium,True,needs_human_review,table_or_index,,table,82,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
50
50
rs 20
90 “Co
i ob) yin © Q 40 —, x0
70 60 “Ps
80 \ —
100
EE cB
170 140 © / / (A)
120 \ Af oss
or > M&S SZ
: - if bo (C) ERE"" (D)
p< . ' Py ag
(Yo INS oO
150 160
B, is 200 240
230 LN 220 | an ds
Sy . 240 — | PA | (A)
540 180 ~ ) - 4
120TP250036.MCE ~
Single Passenger Seat (120-36833-005)
Figure 23
Sheet 1
EFFECTIVITY: ALL 25-21 -00
T.P. 120/1176 ‘Sep 20/08
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000163.tif,,needs_review,
165,t_p_120_1176_p000165,medium,True,needs_human_review,detailed_parts_list,,table,129,7,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Maer EODE. FROM | PER
NUMBER TO ASSY
23 ATTACHING PARTS
-185 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE... 2
-186 | 1002-F . FASTENER BUTTON, MALE...............00000.. E075221 2
190 | AM03078-22 ~ ASHTRAY 00.0... cccccccccccc cee ceeeeeeee eee eeeeeeeeeeee E065846 1
200 | 120-36839-001 . LINING ASSY., ARMREST....................008 VS4956 2
210 | 120-36844-001 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
-211 | 120-36844-002 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
220 | 120-34891-001 . COVER, TRIM, FRONT ............0.... ee VS4956 1
-221 | 120-34891-003 . COVER, TRIM, FRONT ...............0 cece VS4956 1
230 | 120-34691-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-110)........ VS4956 1
ATTACHING PARTS
240 | MS24693-S24 SCREW... cccccccccccccseseeeeeeeeeeeeeenseeeeeees i)

-ITEM NOT ILLUSTRATED

Single Passenger Seat (120-36833-005)

Figur",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000165.tif,,needs_review,
166,t_p_120_1176_p000166,medium,True,needs_human_review,table_or_index,,table,80,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
50
50
hs 20
90 Oy
80 4 | _~ (D) 40
mo /| (A) 30
70 gn ‘Pre
80 \ NN
100
SE os
170 140 «2 / / (A)
VYs © Danese ©
J 130 0 y; a
( 110 . JS (C)
150 160
(B) 190
ase 200 230
210
180 a 200 | db
By ae ®
r Q :
230 ; 230 _A
120TP250037.MCE
Single Passenger Seat (120-36833-513)
Figure 24
Sheet 1
EFFECTIVITY: ALL 25-21 -00
Page 1123
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000166.tif,,needs_review,
168,t_p_120_1176_p000168,medium,True,needs_human_review,detailed_parts_list,,table,110,5,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
24 190 | AM03078-22 ASHTRAY 0... ccccccccccccccceececceceetseetsassaneeeaeees E065846 1
200 | 120-37735-001 . LINING ASSY., - ARMREST ............00::cceee VS4956 2
210 | 120-40795-002 . COVER, TRIM, REAR-FIXED ARMREST.. VS4956 1
-211 | 12040795-001 . COVER, TRIM, REAR-FIXED ARMREST.. VS4956 1
220 | 120-40796-003 . COVER, TRIM, FRONT...............c0c eee VS4956 1
-221 | 120-40796-001 . COVER, TRIM, FRONT...............0cceceeee VS4956 1
ATTACHING PARTS
230 | MS24693-S24 1 Old a | re 9
USAGE CODE LIST
A AIRCRAFT 120035 THRU 120048,
120052, 120056 AND 120059
-ITEM NOT ILLUSTRATED
Single Passenger Seat (120-36833-513)
Figure 24
Sheet 3
EFFECTIVITY: ALL 25-21 -00
Page 1125
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000168.tif,,needs_review,
169,t_p_120_1176_p000169,medium,True,needs_human_review,table_or_index,,table,67,1,table_or_index_medium_or_ambiguous,"-< ENMIBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
|
60
60
a) 30
100 “bo
i 74 tT o (A) 80 ye 40
801) Pa
*° \ NN
sé 1B
150 (FE (A)
om PZ 4p eZ
Loe? « Be
exh <> On
170
IW (B) 00 ~S 90 ‘|
L aS 10— | Re (A)
oo 0 ~ 210 4
| 120TP250038A.MCE
Single Passenger Seat (120-36833-515)
‘Sheet 1
EFFECTIVITY: ALL 25-21 -00
T.P. 120/1176 Sep 30198
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000169.tif,,needs_review,
171,t_p_120_1176_p000171,medium,True,needs_human_review,detailed_parts_list,,table,92,5,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY

25 190 | 120-40795-001 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1

-191 | 120-40795-002 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1

200 | 120-40796-003 . COVER, TRIM, FRONT ............0:ceeeeee VS4956 1

-201 | 120-40796-001 . COVER, TRIM, FRONT .............::eeeee VS4956 1

ATTACHING PARTS

210 | MS24693-S24 SCREW... ceecceeceereeeeeereeeeetereeeeneeeennes 9g

USAGE CODE LIST

A AIRCRAFT 120034 THRU 120048 AND
120052

-ITEM NOT ILLUSTRATED

Single Passenger Seat (120-36833-515)
Figure 25
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1128

T.P. 120/1176 Sep 30/98

",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000171.tif,,needs_review,
172,t_p_120_1176_p000172,medium,True,needs_human_review,table_or_index,,table,75,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
50
50
aii. ©)
80 6045 ‘fe ® 40 SS
“0 \ la .
100
B
SF <
40 7 / (A)
120 Z, ass
on SZ
VY © i Ze
\ S/ 130 10 iS —
(/ 110 PR (C)
(B) 150
g 3 160
190 179 200
oS 180 | 1
ay oT ee
r
200 200 5
120TP250039.MCE
Single Passenger Seat (120-36833-517)
Figure 26
Sheet 1
EFFECTIVITY: ALL 25-21 -00
Page 1129
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000172.tif,,needs_review,
174,t_p_120_1176_p000174,medium,True,needs_human_review,detailed_parts_list,,table,66,1,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK vase EODE. FROM | PER
NUMBER TO ASSY
26 ATTACHING PARTS
200 | MS24693-S24 SCREW 2c cece eee eee ee teeeeeeeeeneees $s)

USAGE CODE LIST

A AIRCRAFT 120034 THRU 120048 AND
120052

-ITEM NOT ILLUSTRATED

Single Passenger Seat (120-36833-517)
Figure 26
Sheet 3

EFFECTIVITY: ALL 25-2 1 -00
Page 1131

T.P. 120/1176 Sep 30/98

",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000174.tif,,needs_review,
175,t_p_120_1176_p000175,medium,True,needs_human_review,table_or_index,,table,66,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

60 «0

30

100

90 / ™~

80

80

)

0 OR

110

SZ

1B

130

oo 1500 y

aoa

O)

©

20

»y

Le

10

Sa

((

120

s,

160 170

200

210

220

240

X

A

230

240 ——_

a

~

>

\

a)

240

a

2

ad

=

120TP250040A.MCE

Single Passenger Seat (120-36833-519)

Figure 27

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1132

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000175.tif,,needs_review,
177,t_p_120_1176_p000177,medium,True,needs_human_review,detailed_parts_list,,table,125,6,detailed_parts_list_not_strong_enough,"€& emenncr

USAGE CODE LIST

A AIRCRAFT 120035 THRU 120048,
120052, 120056 AND 120059

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER To | ASSY
27 ATTACHING PARTS
-195 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE... 2
-196 | 1002-F . FASTENER BUTTON, MALE...0....-.ccccsece E075221 2
200 | AM03078-22 ASHTRAY 0cscocececsssssecesosseeteesestttessesenneee E065846 1
210 | 120-37735-001 _ LINING ASSY., - ARMREST ........sccccceee VS4956 2
220 | 120-40795-001 _ COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
-221 | 120-40795-002 _COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
230 | 120-40796-001 COVER, TRIM, FRONT 0.0...cccccccccccscseeeeeee VS4956 1
-231 | 120-40796-003 COVER, TRIM, FRONT o.....cccccccccccscceeeeeee VS4956 1
ATTACHING PARTS
240 | MS24693-S24 SCREW oo eeccscsssssssecssesseeesesseteeseseneeesvneeen 9

-ITEM NOT ILLUSTRATED

Single Passenger Seat (120-36833-519)

Figure 27
Sheet 3

E",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000177.tif,,needs_review,
178,t_p_120_1176_p000178,medium,True,needs_human_review,table_or_index,,table,66,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
50
50
rs 20
90
80 ote (D) ® 40 a
30
8° 140 NN
EE cB
40 | C/ y / (A)
120 A 4 EE
Se <> [OES
(B) ss \ 7
200 ZN 190 | he ds
aL 210 : Rj } (A)
a0 ~~) 210
120TP250041.MCE
Single Passenger Seat (120-36833-507)
Figure 28
Sheet 1
EFFECTIVITY: ALL 25-21 -00 rage 1196
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000178.tif,,needs_review,
180,t_p_120_1176_p000180,medium,True,needs_human_review,detailed_parts_list,,table,66,1,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK vase EODE. FROM | PER
NUMBER TO ASSY
28 ATTACHING PARTS
210 | MS24693-S24 SCREW 2c cece eee eee ee teeeeeeeeeneees $s)

USAGE CODE LIST

A AIRCRAFT 120034 THRU 120048 AND
120052

-ITEM NOT ILLUSTRATED

Single Passenger Seat (120-36833-507)
Figure 28
Sheet 3

EFFECTIVITY: ALL 25-2 1 -00
Page 1137

T.P. 120/1176 Sep 30/98

",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000180.tif,,needs_review,
181,t_p_120_1176_p000181,medium,True,needs_human_review,table_or_index,,table,105,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

200

AS

SX

NN

\\

20

30

%

a

\

»\

20

280 199

190

We

30

70

iG)

——

EL

(nh) (B

(74)

}

<

50

QD

<>

(A) ®

220

10

SF

(<

QQ

260

O

il

230

aa

280.

280

QW

©) ©

SX

y

Z

REZ

©,

290

10

SS

170

aro

50

(D) . 160

120

115}|

80

80

110

80

OD

2290. «= 280

250

100

240

115

</

90% 90

<l

LF 115

90

280

115

100 100

Bb

®,

115

125

290

280

=

110

100 115

270?

120TP250042. MCE

Double Passenger Seat (120-50648-001)

Figure 29

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1138

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000181.tif,,needs_review,
184,t_p_120_1176_p000184,medium,True,needs_human_review,table_or_index,,table,114,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

220

SX

AS

NN

20

30

©

a

\

\

300 220

>

20

210

«©

70

30

oe

60

(a) B

<ONN

een

<S,

EL

a

CIE

50

SF

eC

QQ

aw

(A) 8)

240

10

<

280

Q

J

250

300

300

©) ©

QW

S

y

a

>

,

160

10

SS

ZO

310

170

190

al

180

120 ||

80

80

130

80

240

300

110

80

240

230 ings

270

100

Qa

120

<,

120

120

<,

90

300

iA

100

100

A

140

310 ——

150

419 120

300 —~*

100 120

290 ——*

120CMM251004.MCE

Double Passenger Seat (120-61548-501 and 120-50648-51 9/521)

Figure 29A

Sheet 1

EFFECTIVITY: ALL

25-21 -00 Page 1140A

T.P. 120/1176

Jan 15/01
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000184.tif,,needs_review,
188,t_p_120_1176_p000188,medium,True,needs_human_review,table_or_index,,table,100,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

200

aN

20

SQ

30

20

e

SN

\\

“

A

Q

30

270 189

190

230

(a) B

(77)

1D

O)

LF

70

CIO

10

Ge

Q

IS

60 (C)

Je

ww

a

50

(C) SS

y

140

10

170

(C) 160

80

210

220 270

120

115]

80

80

24

250

110

80

Sa

100

115

<,

90 90

115

CL

115

90

270

100 100

280-—

270-——

11

125

260-—°

110

100 115

120TP250043. MCE

Double Passenger Seat (120-50648-003)

Figure 30

Sheet 1

EFFECTIVITY: ALL

25-21-00

T.P. 120/1176

Page 1141

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000188.tif,,needs_review,
189,t_p_120_1176_p000189,medium,True,needs_human_review,detailed_parts_list,,table,213,7,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Maer EODE. FROM | PER
NUMBER TO ASSY
30 - | 120-50648-003 DOUBLE PASSENGER SEAT ASSY............ VS4956 A REF
1 | 120-29068-07 1 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-94) ooo. eeeeeeee eee eeeeeeeeeeeeeeeeees VS4956 1
10 | 120-33774-001 . LINING ASSY., SEAT BOTTOM................. VS4956 2
20 | 120-42221-001 . LINING ASSY., SEAT BACKREST.............. VS4956 2
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST .............. VS4956 2
40 | 120-45726-001 . COVER, PLASTIC... cceeeeeeseeeeeeeees VS4956 B 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET............... VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE.................00. E075221 8
70 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE... 8
80 | PE915051-1-PT / SEAT BELT... cccccccceeseesstssseeeseeeees VS4956 2
ATTACHING PARTS
90 |MS21042L4 NUT occ cece cece cence eeeeeee seat seeaaaa eee 3
100 |",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000189.tif,,needs_review,
191,t_p_120_1176_p000191,medium,True,needs_human_review,table_or_index,,table,89,2,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

20

30

20

30

aS

260

190

RN

220

(a) (8)

eS

SN

\

a

a

»\

Se

260 170

180

=)

<>

ae

10

<

QD

<Je

SS

S

130

10

<n

160

140

150

200 DB

210

260

230

240

50

SNe

50

50

50

260

C/

270 ——

60

<i

260 -——

250-—?

90

<

90

60

70

70

120

80

90

Si

110

70 90

120CMM251000.MCE

Double Passenger Seat (120-61548-503 and 120-50648-531/533)

Figure 30A

Sheet 1

EFFECTIVITY: ALL

25-21-00

T.P. 120/1176

Page 1144

Jan 15/01
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000191.tif,,needs_review,
194,t_p_120_1176_p000194,medium,True,needs_human_review,table_or_index,,table,119,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
~ 40
Wh ~Sy \ \
Ww \
YY aa \\
Nw \\ \\
Ma > 20
180 >» 30
ye! 20
(C) <i
70 30
oe S
SO OF \
To (D CT @®
(/ 50 SF]
) LAST (A) B®
LA
190 10 ( a x<_
{ Q SF
240 a]
260 y (A)
210 \
| ‘Ss PIES PG Si 140
10 Sx
359-77 (D) 160
a0
115 80
120 80
200 |
aug 190, 260 y 80
220 \ 100 415/78, 4
| 90 ol, ,
| S37 90 eA] 115
| © is /T Si 7
260 |KK 100 100 “S07
Ee 130 VAR oy?
270 + 110 ?
260 — 100 115
250 —
120TP250044.MCE
Double Passenger Seat (120-50648-007)
Figure 31
Sheet 1
EFFECTIVITY: ALL 25-2 1 -00
| Page 1144C/D
T.P. 120/1176 Jan 15/01
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000194.tif,,needs_review,
196,t_p_120_1176_p000196,medium,True,needs_human_review,detailed_parts_list,,table,216,7,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
31 - | 120-50648-007 DOUBLE PASSENGER SEAT ASSY........... VS4956 A REF
1 | 120-29068-073 . STRUCTURE, ASSY. (SEE FIGURE
29-21-00-99) occ cece eee ee eee eteeeeees VS4956 1
10 | 120-337 74-001 . LINING ASSY, SEAT BOTTOM ................. VS4956 2
20 | 120-42221-001 . LINING ASSY., SEAT BACKREST.............. VS4956 2
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST ............... VS4956 2
40 | 120-45726-001 . COVER, PLASTIC... ceceeceeennees VS4956 B 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET.............. VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE.................02. E075221 8
70 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE ... 8
80 | PE915051-1-PT / SEAT BELT... ccccccccensssneesseeeeeeeees VS4956 2
ATTACHING PARTS
90 | MS21042L4 A LO re 3
100 | PE64005-1 BUSHING 00. cece ccccccceenteeteaaseeeeeene",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000196.tif,,needs_review,
197,t_p_120_1176_p000197,medium,True,needs_human_review,detailed_parts_list,,table,166,7,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Maer EODE. FROM | PER
NUMBER TO ASSY
31 180 | 120-37313-001 . HOLDER, MAGAZINE...............ccccceeeeseeeees VS4956 2
ATTACHING PARTS
-185 | 1002-F . FASTENER BUTTON, MALE.................00. E075221 4
-186 | H14-04 A LO eres V15653 4
-187 | AN960-3L A ANS) | = 9 re 4
-188 | MS24693-C5 SCREW... cccccccecccsesttsseasseeeeeeeeeeneees 4
190 | 120-40636-001 . LINING ASSY, - ARMREST ...............00. VS4956 3
200 | AM03078-30 ASHTRAY 0... cccccccccccccecceececeestsstseasaeeeeeeeees E065846 2
210 | 120-41475-001 . COVER, TRIM, FRONT .............0:ccceeeeeeee VS4956 1
220 | 120-41475-003 . COVER, TRIM, FRONT .............0:ccceeeeeeee VS4956 2
230 | 120-41474-002 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
240 | 120-41231-001 .COVER,TRIM,REAR-MOVABLEARMREST VS4956 2
ATTACHING PARTS
250 | PE17001-3PR . PLUG, NYLON 0.0 eee cceeeneseeeeeeeees 3
260 | MS24693-C26 SCRE",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000197.tif,,needs_review,
