page_number,page_id,source_member,legacy_route,suggested_canonical_route,suggested_route_confidence,auto_seeded_gold_route_label,human_gold_route_label,final_gold_route_label,decision_source,final_review_status,human_review_required,review_priority,review_notes,source_review_file,ocr_word_count,part_number_count,source_image_path,ocr_sample_text
127,t_p_120_1176_p000127,00000127.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,101,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000127.tif,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
40
50
50
rs 20
90
60 79 * . (A) 30
0 60 is
60 \ NN a
100,
SF, ®
170 140 C7 / /
fs P|
SNS Ly Say
/ SSSA ff <A
PS OQ Kae
Xewueres \ ‘ > S Z (D)
\\ “s \ \ AY
\A ~S A
\\ S\N 10 Be
> SOS 1 Ly “€
\ Ne nN \. NGS
< SS
180 > d 150
Q, \ 160
\ J
ns
210
220 )
190
ox -_ cao Ww
NG i x
Vi © ae
130 wes
SN \ FO Ong
(f 230-2
( 110
120TP250024.MCE |
SINGLE PASSENGER SEAT (120-42547-005/505)
Figure 11
Sheet 1
EFFECTIVITY: ALL
25-21-00 Page 1084
Sep 30/98
"
128,t_p_120_1176_p000128,00000128.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,206,10,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000128.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK vase EODE. FROM| PER
NUMBER To | ASSY
1 - | 120-42547-005 SINGLE PASSENGER SEAT ASSY ............. vs4956| A REF
- | 120-42547-505 SINGLE PASSENGER SEAT ASSY ............ VS4956 | 172/999] REF
1 | 120-29067-023 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-83) ooo ceecccecccsssseeseseetetteeseneeeenee vs4956| A 1
-2 | 120-29067-033 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-83) ooo cesccccccsesseteessestteteeeenneeenee vS4956 | 172/999] 1
10 | 120-33774-001 LINING ASSY., SEAT BOTTOM... VS4956 1
20 | 120-42221-001 _ LINING ASSY., SEAT BACKREST.............. VS4956 1
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST 0.0.0... VS4956 1
40 | 120-45726-001 COVER, PLASTIC .......ccccccccscsc cece vs4956| 8B 1
50 | PEQ15051-1-PT SEAT BELT occccccccccccccescssseeseseseneeeesteneeeeee VS4956 1
ATTACHING PARTS
60 | AN960-416L © WASHER 2s cess scsssseseeeesveteeessesseneeeeneneesee"
129,t_p_120_1176_p000129,00000129.tif,table,detailed_parts_list,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,146,7,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000129.tif,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER ASSY
11-180 | 120-36843-001 -HOLDER, MAGAZINE... cccccccecceeen VS4956 1
190 | 120-41475-001 COVER, TRIM FRONT o....cccccccccsscceceeeee VS4956 1
-191 | 120-41475-003 COVER, TRIM FRONT o.0...ccccccccccsscsececeee VS4956 1
200 | AM03078-22 ASHTRAY 0 csceseccsssssesssssttneseeeventeeeensneeen F065846/058/059| 1
-201 | AM03078-30 ASHTRAY 0 cssesescecsssssseessessecteeeeveneeeeesseneeen E065846| 060/999] 1
210 | 120-40636-001 _ LINING ASSY., - ARMREST ........sccccceee VS4956 2
220 | 120-41474-001 COVER, TRIM REAR-FIXED ARMREST .. VS4956 1
-221 | 120-41474-002 _ COVER, TRIM REAR-FIXED
ARMREST ooo. ccssssssscessssseesesesseteeteesenteeeenee VS4956 1
ATTACHING PARTS
230 | PE17001-3PR PLUG, NYLON o...cccscsccesssssseeeeeseseeeeeeeseee 2
240 | NAS1096-1-8 SCREW. oeeccsccssssssseessessesssesveteeseseneesevnneee 2
250 | AN960-8L WASHER 0... ."
130,t_p_120_1176_p000130,00000130.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,69,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000130.tif,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

50

60 50

y

100 |

90

70

80

40

80

70

is

90

110

130

ea

IPF; |

L/\

ZS

;

20

ci?

se

10

BO

f]

ln

120

160 1470

200

240

210

220

270

230

270 ——

N

OF

~

d

\

C?

260

a

290 4

280‘

=,

2507

120TP250025.MCE

Single Passenger Seat (120-42547-007/507)

Figure 12

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1087

Sep 30/98
"
131,t_p_120_1176_p000131,00000131.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,214,11,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000131.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER To | ASSY
12 - | 120-42547-007 SINGLE PASSENGER SEAT ASSY ............ vs4956| A REF
- | 120-42547-507 SINGLE PASSENGER SEAT ASSY ............ VS4956 | 172/999] REF
1 | 120-42660-001 _ TABLE, SNACK FOLDING, ASSY
(SEE FIGURE 25-21-00-112) .....ccccccee VS4956 1
10 | 120-29067-025 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-84) ooo cccecccccceescssteeesessteneeesventeee vs4956| A 1
-11 | 120-29067-033 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-83) oo. ccceccccceessesttetesestteeseeeeneeen vs4956 | 172/999] 1
20 | 120-33774-001 LINING ASSY., SEAT BOTTOM .........000.-- VS4956 1
30 | 120-42221-001 _ LINING ASSY., SEAT BACKREST............. VS4956 1
40 | 120-42070-001 . FOAM ASSY., SEAT BACKREST ...........--- VS4956 1
50 | 120-45726-001 COVER, PLASTIC ......0ccccccccssseeseeceneeeeen vs4956| 8B 1
60 | PE915051-1-PT SEAT BELT cece cecscescccc"
132,t_p_120_1176_p000132,00000132.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,244,10,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000132.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM} PER
NUMBER TO ASSY
12 190 | 120-36843-001 . HOLDER, MAGAZINE.........000000.. eee. VS4956 1
ATTACHING PARTS
-195 | 1002-F . FASTENER BUTTON, MALE..........0.0000..... E075221 2
-196 | AN960-6L AON A/c) | ml pe 2
-197 |H14-06 Ok ae 2
-198 |MS24693-C26 10) ad mh | 2
200 | AM03078-22 » ASHHTRAY |... e eee ccceceeeceneeeese eee eeeeaneeeees E065846 | 057/058 1
-201 | AM03078-30 ASHTRAY ooo. cece ccc eee cee ceeeeesaaeeeeeaaeereaas E065846 | 060/999 1
210 | 120-40636-001 . LINING ASSY., - ARMREST...........000000..... VS4956 2
220 | 120-41474-001 . COVER, TRIM REAR-FIXED ARMREST... VS4956 1
-221 | 120-41474-002 . COVER, TRIM REAR-FIXED ARMREST... VS4956 1
230 | 120-41475-001 . COVER, TRIM FRONT... ee. VS4956 1
-231 | 120-41475-003 . COVER, TRIM FRONT......00...0. eee VS4956 1
240 | 120-41208-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00"
133,t_p_120_1176_p000133,00000133.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,66,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000133.tif,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

50

60

60

100 |

30

90

70

| ~

80 L\

40

70

90 \

is

110

210

130

Jy

oS

ne

be

a

Oy

20

Nes.

—

10

|

(

120

160

170

200

190

180

250

NY

250 ——

a

IN

Sy

260

\

Q

»

=,

240 4

230

2207

120TP250026.MCE

Single Passenger Seat (120-45850-001/501)

Figure 13

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1090

Sep 30/98
"
134,t_p_120_1176_p000134,00000134.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,242,11,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000134.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM PER
NUMBER TO ASSY
13 - | 120-45850-001 SINGLE PASSENGER SEAT ASSY ............ VS4956 |071/171| REF
- | 120-45850-501 SINGLE PASSENGER SEAT ASSY ............ VS4956 | 172/999) REF
1 |120-42660-001 . TABLE, SNACK FOLDING, ASSY
(SEE FIGURE 25-21-00-112) .....0.. VS4956 i)
10 | 120-29067-019 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-80) ooo... cece cece eee e ee eeeeeee nee es VS4956 | 071/171 1
-11 | 120-29067-029 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-80) ooo... cece cece eee e ee eeeeeee nee es VS4956 | 172/999 1
20 | 120-45847-001 . LINING ASSY., SEAT BOTTOM................ VS4956 1
30 | 120-45848-001 . LINING ASSY., SEAT BACKREST............. VS4956 1
40 | 120-42070-001 . FOAM ASSY., SEAT BACKREST .............. VS4956 1
50 | 120-45726-001 . COVER, PLASTIC... eens VS4956 A 1
60 | PE915051-1-PT SEAT BELT wu... ccc. ccc ccccceccccccecceeeccusee"
135,t_p_120_1176_p000135,00000135.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,178,10,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000135.tif,"€& emenncr

USAGE CODE LIST

A AIRCRAFT 120104 THRU 120308 AND
120310

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY
13 160 | AM03078-30 ASHTRAY 00... cceeereceeetreeeteteeennteeetsnneeeees E065846 1
170 | 120-40636-001 _ LINING ASSY., - ARMREST ...........e VS4956 2
180 | 120-41474-001 . COVER, TRIM REAR-FIXED ARMREST .. VS4956 1
-181 | 120-41474-002 . COVER, TRIM REAR-FIXED ARMREST .. VS4956 1
190 | 120-41475-001 . COVER, TRIM FRONT ........... cee . VS4956 1
-191 | 120-41475-003 . COVER, TRIM FRONT ............0 eee . VS4956 1
200 | 120-41208-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) 0 VS4956 | 071/118 1
-201 | 120-47462-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) 0 VS4956 | 119/315 1
-202 | 120-61610-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) 0 VS4956 | 316/999 1
210 | 120-42547-019 SECTION , PVC... ee ceeeseeeett"
136,t_p_120_1176_p000136,00000136.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,71,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000136.tif,"MAINTENANCE MANUAL WITH

-< EMBRAER

ILLUSTRATED PARTS LIST

50

60

60

ia

100

90

|

80

40

80

70

is

90 \

110

TN

260

4B

Te

130

oon

<li J]

if]

ve

OS

SY \ Oe

4

L

[P

Y

(

120

210

wD

170

180

260

190

260 ——

IN

GT

~

-

\

a

»

270

Yi

250 5

240 “3

230

120TP250027.MCE

Single Passenger Seat (120-45850-003/503)

Figure 14

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1093

Sep 30/98
"
137,t_p_120_1176_p000137,00000137.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,233,11,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000137.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK NOMENCLATURE EODE. FROM; PER
NUMBER TO ASSY
14 - | 120-45850-003 SINGLE PASSENGER SEAT ASSY ............ VS4956 |071/171} REF
- | 120-45850-503 SINGLE PASSENGER SEAT ASSY ............ VS4956 | 172/999} REF
1 | 120-42660-001 . TABLE, SNACK FOLDING, ASSY
(SEE FIGURE 25-21-00-112) 0 VS4956 1
10 | 120-29067-021 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-81) ooo. eect ee reenenereereees VS4956 | 071/171 1
-11 | 120-29067-031 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-81) ooo. eect ee reenenereereees VS4956 | 172/999 1
20 | 120-45847-001 LINING ASSY., SEAT BOTTOM................ VS4956 1
30 | 120-45848-001 _ LINING ASSY., SEAT BACKREST............. VS4956 1
40 | 120-42070-001 . FOAM ASSY., SEAT BACKREST .............. VS4956 1
50 | 120-45726-001 . COVER, PLASTIC... ee eerteeerteeen VS4956 A 1
60 |}PE915051-1-PT =| ss J. SEAT BELT... eeccnteereeenies VS4956 1
ATTACHING "
138,t_p_120_1176_p000138,00000138.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,174,9,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000138.tif,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
14 160 | AM03078-30 ASHTRAY uo. cccccccccccccccccceecceeetseetsassaneeaaeees E065846 1
170 | 120-40636-001 . LINING ASSY., - ARMREST...........00..0e VS4956 1
180 | 120-41474-002 . COVER, TRIM REAR-FIXED ARMREST... VS4956 1
190 | 120-41475-003 . COVER, TRIM FRONT...............cccceeeeeeee VS4956 1
200 | 120-41784-001 . COVER, TRIM, LATERAL .................0ce VS4956 1
210 | 120-41208-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ......... ee VS4956 | 071/118 1
-211 | 120-47462-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ......... ee VS4956 | 119/315 1
-212 | 120-61610-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ......... ee VS4956 | 316/999 1
220 | 120-42547-019 SECTION , PVC woo. ccccccccneettsseeaees VS4956 1
ATTACHING PARTS
230 | PE17001-3PR PLUG, NYLON o.oo... cece"
139,t_p_120_1176_p000139,00000139.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,83,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000139.tif,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
JESS. 40
ae \ \
Ye \\
_~ i:
, <> ‘s 20
140 =
(B) mS 30
o| Om
90 PR. <> (A)
80 \ ao /
70 | \ a 4p |
70 seS5
* of Ln Shen SF |
eo
120 Pe
Se 10 />
VFO br
les c
(( 110
~<a
160
1 ee 30 * von 480 1
190
250-— : Sx (B) 250 — : x (A)
BE |
ae
a4 240 ;
220 220
120TP250028.MCE
Single Passenger Seat (120-45850-007/507)
Figure 15
Sheet 1
EFFECTIVITY: ALL 25-2 1 -00
Page 1096
Sep 30/98
"
140,t_p_120_1176_p000140,00000140.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,268,16,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000140.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
15 - | 120-45850-007 SINGLE PASSENGER SEAT ASSY ............ VS4956 | 071/171} REF
- | 120-45850-507 SINGLE PASSENGER SEAT ASSY ............ VS4956 | 172/999} REF
1 | 120-29067-027 . STRUCTURE, ASSY. (SEE FIGURE
29-21-00-85) ooo cece cece eee e eee VS4956 | 071/171 1
-2 | 120-29067-037 . STRUCTURE, ASSY. (SEE FIGURE
29-21-00-85) ooo cece cece eee e eee VS4956 | 172/999 1
10 | 120-45847-001 . LINING ASSY., SEAT BOTTOM................ VS4956 1
20 | 120-45848-001 . LINING ASSY., SEAT BACKREST.............. VS4956 1
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST ............... VS4956 1
40 | 120-45726-001 . COVER, PLASTIC... ceceeceeennees VS4956 A 1
50 | PE915051-1-PT / SEAT BELT... ccccccccensssneesseeeeeeeees VS4956 1
ATTACHING PARTS
60 | AN960-416L WASHER .........cccccescesseeeeeeeeeeeeceesenststeseanaees 2
70 | MS21042L4"
141,t_p_120_1176_p000141,00000141.tif,table,detailed_parts_list,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,78,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000141.tif,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY
15 ATTACHING PARTS
220 | PE1/001-3PR . PLUG, NYLON |... eee certeeereetteteeen 2
230 | NAS1096-1-8 SCREW... cecccceceereeeeertteeenteeeensneeeennnees 2
240 | AN960-8L ~ WASHER LL... cccceeeree cette eentneeeteeteeenees 2
250 | MS24693-C28 SCREW... ceeceecceeereeneereeeeeneeeeetneeeenes 4

USAGE CODE LIST

A AIRCRAFT 120104 THRU 120308 AND
120310

-ITEM NOT ILLUSTRATED
Single Passenger Seat (120-45850-007/507)

Figure 15
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1098

Sep 30/98

"
142,t_p_120_1176_p000142,00000142.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,67,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000142.tif,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

50

60

60

30

100

90

70

40

80 |

80

70

90 410

Pa

SF

210

Ie

130

a

S35

aa

GL

140 (C)

\imenel

120

a

LU

160

170

250

200

190

180

250 ——

Q

NI

(ay

260

\\

q

a

240

=,

230

220

120TP250029.MCE

Single Passenger Seat (120-45850-005/505)

Figure 16

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1099

Sep 30/98
"
143,t_p_120_1176_p000143,00000143.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,237,11,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000143.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK NOMENCLATURE EODE. FROM; PER
NUMBER TO ASSY
16 - | 120-45850-005 SINGLE PASSENGER SEAT ASSY ............ VS4956 |071/171} REF
- | 120-45850-505 SINGLE PASSENGER SEAT ASSY ............ VS4956 | 172/999} REF
1 | 120-42660-001 . TABLE, SNACK FOLDING, ASSY
(SEE FIGURE 25-21-00-112) 0 VS4956 1
10 | 120-29067-025 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-84) ooo eee ee eter en eeereees VS4956 | 071/171 1
-11 | 120-29067-035 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-84) ooo eee ee eter en eeereees VS4956 | 172/999 1
20 | 120-45847-001 LINING ASSY., SEAT BOTTOM................ VS4956 1
30 | 120-45848-001 _ LINING ASSY., SEAT BACKREST............. VS4956 1
40 | 120-42070-001 . FOAM ASSY., SEAT BACKREST .............. VS4956 1
50 | 120-45726-001 . COVER, PLASTIC... ee eerteeerteeen VS4956 A 1
60 |}PE915051-1-PT =| ss J. SEAT BELT... eeccnteereeenies VS4956 1
ATTACHING PA"
144,t_p_120_1176_p000144,00000144.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,185,10,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000144.tif,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM PER
NUMBER TO ASSY
16 160 | AM03078-30 ASHTRAY oo... cccccccceccccccuccucecusecceusceuseenveneees E065846 1
170 | 120-40636-001 . LINING ASSY., - ARMREST..............00000. VS4956 2
180 | 120-41474-001 . COVER, TRIM REAR-FIXED ARMREST... VS4956 1
-181 | 120-41474-002 . COVER, TRIM REAR-FIXED ARMREST... VS4956 1
190 120-41475-001 . COVER, TRIM FRONT.......0..0.. ee VS4956 1
-191 | 120-41475-003 . COVER, TRIM FRONT.......00.000c ee. . VS4956 1
200 120-41208-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ..... VS4956 | 071/118 1
-201 | 120-47462-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ..... VS4956 | 119/315 1
-202 | 120-61610-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ..... VS4956 | 316/999 1
210 120-42547-019 . SECTION , PVC ou. cece cece eeeeeees VS4956 1
ATTACHING PARTS
220 |PE17001-3P"
145,t_p_120_1176_p000145,00000145.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,67,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000145.tif,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

60

60

30

100

90

70

ps

80 /

80

70

MD Es

40

-

110

SF

CB

180 150

130

am

a

a

OS

20

Nes.

(

Je

120

10

Y

160 170

200

210

220

240

230

250

250-———

~

~

NI

\

(Sy

250

\

a

a

~!

250.

120TP250030.MCE

Single Passenger Seat (120-36833-001)

Figure 17

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1102

Sep 30/98
"
146,t_p_120_1176_p000146,00000146.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,210,10,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000146.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM PER
NUMBER TO ASSY
17 - | 120-36833-001 SINGLE PASSENGER SEAT ASSY ............ VS4956 | 028/034; REF
1 |120-29072-001 . TABLE, SNACK FOLDING, ASSY
(SEE FIGURE 25-21-00-110).....0..0. VS4956 1
10 | 120-29067-001 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-79) ooo. ccceecccccceeeeeteeeeeeeenaees VS4956 1
20 | 120-33774-001 . LINING ASSY., SEAT BOTTOM................ VS4956 1
30 | 120-36838-001 . LINING ASSY., SEAT BACKREST............. VS4956 1
40 | 120-46443-001 . FOAM ASSY., SEAT BACKREST .............. VS4956 1
50 | 120-46439-001 . COMPLEMENT, BACKREST ..................... VS4956 1
60 | PE915051-1-PT SEAT BELT wu... ccc. ccc ccccceccccccecceeeccuseeueeeeees VS4956 1
ATTACHING PARTS
70 | AN960-416L ANS) |) 2
80 |MS21042L4 NO 2
90 | PE64005-1 BUSHING 2.0... occ cccccccceccceccecceeeceneeeceeeeanes 2
100 | AN4-22A 1 O) El ee 1
110 | AN4-5A SO) Al "
