page_number,page_id,source_member,source_image_path,source_image_sha256,legacy_route,suggested_canonical_route,suggested_route_confidence,suggested_route_reasons,gold_route_label,review_status,review_notes,ocr_word_count,ocr_char_count,part_number_count,part_number_sample,ocr_sample_text,raw_route_reasons,processor_contract,answer_permission,source_truth_mutation_allowed
156,t_p_120_1176_p000156,00000156.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000156.tif,7aa2a0be2fa371de746b71bde7e3ce1e40e3b8224ee3ed272e7745ad1c445e62,table,detailed_parts_list,medium,"[""part_number_present"", ""ipl_column_terms""]",,needs_review,,117,1000,6,"[""120-34691-001"", ""120-34859-001"", ""120-34891-003"", ""120-36833-003"", ""120-36839-001"", ""120-36844-002""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER | STOCK ase eODE. FROM| PER
NUMBER To | ASSY
20 ATTACHING PARTS

-195 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE... 2

-196 | 1002-F . FASTENER BUTTON, MALE..w.......ccccee- E075221 2

200 | AM03078-22 ASHTRAY ooo ecccccccssssssssesssseteeeesnneesenneeeen E065846 1

210 | 120-36839-001 _ LINING ASSY., - ARMREST ...........ccccee VS4956 1

220 | 120-36844-002 _COVER, TRIM, REAR-FIXED ARMREST. VS4956 1

230 | 120-34891-003 COVER, TRIM, FRONT .....ccccccccce cece VS4956 1

240 | 120-34859-001 COVER, TRIM, LATERAL .......cccccscsecceee VS4956 1

250 | 120-34691-001 COVER, LATCH, SNACK TABLE ASSY,
(SEE FIGURE 25-21-00-110) 0... VS4956 1

ATTACHING PARTS

260 | MS24693-S24 SCREW... ceccceeereeceeneeeeetteeeeneieeeeserees 6

-ITEM NOT ILLUSTRATED

Single Passenger Seat (120-36833-003)
Figure 20
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1113

Sep 30/98

","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
157,t_p_120_1176_p000157,00000157.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000157.tif,20415b43c1311306bb0f79f936266d0a7f8debe4d25453233396c5dee5ed2e7d,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,69,359,1,"[""120-36833-503""]","-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
60
60
100 fo (D)
90 va Tt . ® aA .
70 ine
9 H0 NN
<> GiB
150 (FE / / NG
130 Ae Af ke
Le? BSA
ON S&S [OE
‘(aa . Es; (C)
170
AN a © 200 “S 99 b
ay 220-— i Sc) (A)
L "" 7 220“
Single Passenger Seat (120-36833-503) |
Figure 21
Sheet 1
EFFECTIVITY: ALL 25-21 -00 page 1114
Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
158,t_p_120_1176_p000158,00000158.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000158.tif,154503a7aaf745117bdf2f90bdbb94736d1a7e7ef6c5543e6dc04c36bfb2116e,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,219,1765,11,"[""120-29067-003"", ""120-33774-001"", ""120-36833-015"", ""120-36833-017"", ""120-36833-503"", ""120-36838-001"", ""120-36842-001"", ""120-37313-001"", ""120-37735-001"", ""120-46439-001"", ""120-46443-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM PER
NUMBER TO ASSY
21 - | 120-36833-503 SINGLE PASSENGER SEAT ASSY ............ VS4956 A REF
1 | 120-36833-015 _ KIT, SNACK TABLE FOLDING, ASSY
(SEE FIGURE 25-21-00-111) ...... VS4956 1
10 | 120-29067-003 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-81) ooo. ccccceeetteeeeeeeennees VS4956 1
20 | 120-33774-001 . LINING ASSY., SEAT BOTTOM................ VS4956 1
30 | 120-36838-001 . LINING ASSY., SEAT BACKREST............. VS4956 1
40 | 120-46443-001 . FOAM ASSY., SEAT BACKREST .............. VS4956 1
50 | 120-46439-001 . COMPLEMENT, BACKREST ..................... VS4956 1
60 | PE915051-1-PT SEAT BELT wu... ccc. ccc ccccceccccccecceeeccuseeueeeeees VS4956 1
ATTACHING PARTS
70 | AN960-416L ANS) |) 2
80 |MS21042L4 NO 2
90 | PE64005-1 BUSHING 2.0... occ cccccccceccceccecceeeceneeeceeeeanes 2
100 | AN4-22A 1 O) El ee 1
110 | AN4-5A SO) Al ee 1
120 | ","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
159,t_p_120_1176_p000159,00000159.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000159.tif,e81d0dcbb522cf0e6f85b47ae40d99b65c71c75a0738f76fdcf368d277e039e7,table,detailed_parts_list,medium,"[""part_number_present"", ""ipl_column_terms""]",,needs_review,,84,659,4,"[""120-36833-503"", ""120-40310-001"", ""120-40795-001"", ""120-40796-003""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY
21 190 | 120-40795-001 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
200 | 120-40796-003 COVER, T FRONT... cececeeceteereetees VS4956 1
210 | 120-40310-001 . COVER, TRIM, LATERAL ..........0.. ee VS4956 1
ATTACHING PARTS
220 | MS24693-S24 SCREW... 0... ceccceceeecceeeeeeeesereeeenteeeeesenees 7

USAGE CODE LIST

A AIRCRAFT 120034 THRU 120048 AND
120052

-ITEM NOT ILLUSTRATED

Single Passenger Seat (120-36833-503)
Figure 21
Sheet 3

EFFECTIVITY: ALL

25-21 -00 Page 1116

Sep 30/98

","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
160,t_p_120_1176_p000160,00000160.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000160.tif,426d9b5e0d830b8e3dfb2815462470c1eb3d5f4b3dff68f1ddeabb735389c8bd,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,74,411,1,"[""120-36833-511""]","-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
60
60
he 30
100 | in (D)
10 89 it (A) 40
8079 is
90 \ NN
110
SE oe
180 150 ©) y / ay,
q 230
130 ZL,
Nees (C) 90 ox
160
170
190
(B) “eB 200 240
Ws 220 | 1
A = aC
| XN LF
r \ ae
|
240 i:
| 120TP250035A.MCE
Single Passenger Seat (120-36833-511)
Figure 22
Sheet 1
EFFECTIVITY: ALL
25-21-00 Page 1117
T.P. 120/1176 Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
161,t_p_120_1176_p000161,00000161.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000161.tif,a1c16ba32b2311d6fee33fc2302752074e19d3cc31a841857664b63a3be963ec,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,209,1935,10,"[""120-29067-003"", ""120-33774-001"", ""120-36833-015"", ""120-36833-017"", ""120-36833-511"", ""120-36838-001"", ""120-36842-001"", ""120-37735-001"", ""120-46439-001"", ""120-46443-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER To | ASSY
22 - | 120-36833-511 SINGLE PASSENGER SEAT ASSY ............ vs4956| A REF
1 | 120-36833-015 _ KIT, SNACK TABLE FOLDING, ASSY
(SEE FIGURE 25-21-00-111) 0... VS4956 1
10 | 120-29067-003 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-81) o.oo cccccccccsesseseessesetteeeeestneeeennee VS4956 1
20 | 120-33774-001 LINING ASSY., SEAT BOTTOM .........000.-- VS4956 1
30 | 120-36838-001 _ LINING ASSY., SEAT BACKREST............. VS4956 1
40 | 120-46443-001 . FOAM ASSY., SEAT BACKREST ...........--- VS4956 1
50 | 120-46439-001 .COMPLEMENT, BACKREST ...........000000 VS4956 1
60 | PE915051-1-PT SEAT BELT cece cecscesccccssesteeseseenteeseseeeeen VS4956 1
ATTACHING PARTS
70 | AN960-416L WASHER 0... cssssssseesssssnsesesssteeseseveneesenseees 2
80 |MS21042L4 NUT occ cccsoseseessssssseeessesteseesessneesenveneesesesees 2
90 | PE64005-1 BUSHI","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
162,t_p_120_1176_p000162,00000162.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000162.tif,979492c40eb3f8dae8602fc4d6b13853134b465cd4c69e44e963339e0edc5adf,table,detailed_parts_list,medium,"[""part_number_present"", ""ipl_column_terms""]",,needs_review,,88,683,4,"[""120-36833-511"", ""120-40310-001"", ""120-40795-001"", ""120-40796-003""]","€ everne

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
22 210 | 120-40795-001 . COVER, TRIM, REAR-FIXED ARMREST.. VS4956 1
220 | 120-40796-003 . COVER, TRIM, FRONT...............c0c eee VS4956 1
230 | 120-40310-001 . COVER, TRIM, LATERAL .................0ce VS4956 1
ATTACHING PARTS
240 | MS24693-S24 SCREW 0... cccccccccccccccteceeeeeeeeeesttetentsaees 7
USAGE CODE LIST
A AIRCRAFT 120035 THRU 120048,
120052, 120056 AND 120059
-ITEM NOT ILLUSTRATED
Single Passenger Seat (120-36833-511)
Figure 22
Sheet 3
EFFECTIVITY: ALL 25-2 1 -00
Page 1119

T.P. 120/1176 Sep 30/98

","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
163,t_p_120_1176_p000163,00000163.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000163.tif,1ba7a88926c36d8d8ee4811bc815514b5cab6d9d8b80406352fbf2e933ada0a7,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,82,451,1,"[""120-36833-005""]","-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
50
50
rs 20
90 “Co
i ob) yin © Q 40 —, x0
70 60 “Ps
80 \ —
100
EE cB
170 140 © / / (A)
120 \ Af oss
or > M&S SZ
: - if bo (C) ERE"" (D)
p< . ' Py ag
(Yo INS oO
150 160
B, is 200 240
230 LN 220 | an ds
Sy . 240 — | PA | (A)
540 180 ~ ) - 4
120TP250036.MCE ~
Single Passenger Seat (120-36833-005)
Figure 23
Sheet 1
EFFECTIVITY: ALL 25-21 -00
T.P. 120/1176 ‘Sep 20/08
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
164,t_p_120_1176_p000164,00000164.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000164.tif,e74714ac7888ae0dc1b7365c8feb5f9cb5ee1b459881ea1065c2f7b84dcfabdf,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,193,1860,9,"[""120-29067-005"", ""120-33774-001"", ""120-36833-005"", ""120-36833-017"", ""120-36838-001"", ""120-36842-001"", ""120-36843-001"", ""120-46439-001"", ""120-46443-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK vase EODE. FROM| PER
NUMBER To | ASSY
23 - | 120-36833-005 SINGLE PASSENGER SEAT ASSY ............. VS4956 | 028/033] REF
1 | 120-29067-005 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-82) o.oo. coecccecccsssseeeeseesteseeentneeeeeee VS4956 1
10 | 120-33774-001 LINING ASSY., SEAT BOTTOM... VS4956 1
20 | 120-36838-001 _ LINING ASSY., SEAT BACKREST.............. VS4956 1
30 | 120-46443-001 . FOAM ASSY., SEAT BACKREST 0.0.0... VS4956 1
40 | 120-46439-001 .COMPLEMENT, BACKREST 0,-0.0: VS4956 1
50 | PEQ15051-1-PT SEAT BELT occccccccccccccescssseeseseseneeeesteneeeeee VS4956 1
ATTACHING PARTS
60 | AN960-416L © WASHER 2s cess scsssseseeeesveteeessesseneeeeneneesee 2
70 |MS21042L4 NUT cos cecsssseeessessieeessssteessesveneessevineeeesenneeseen 2
80 | PE64005-1 BUSHING ccc cccscsescesssssseeceesssteeeeenseneeenen 2
90 | AN4-22A BOLT oooeeccecccsessesseeesesttnsessstteeese","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
165,t_p_120_1176_p000165,00000165.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000165.tif,29667c646cf712356e91c00fe0695dba56e0ef0edc9b645e72bb42ba343c4d95,table,detailed_parts_list,medium,"[""part_number_present"", ""ipl_column_terms""]",,needs_review,,129,1089,7,"[""120-34691-001"", ""120-34891-001"", ""120-34891-003"", ""120-36833-005"", ""120-36839-001"", ""120-36844-001"", ""120-36844-002""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Maer EODE. FROM | PER
NUMBER TO ASSY
23 ATTACHING PARTS
-185 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE... 2
-186 | 1002-F . FASTENER BUTTON, MALE...............00000.. E075221 2
190 | AM03078-22 ~ ASHTRAY 00.0... cccccccccccc cee ceeeeeeee eee eeeeeeeeeeee E065846 1
200 | 120-36839-001 . LINING ASSY., ARMREST....................008 VS4956 2
210 | 120-36844-001 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
-211 | 120-36844-002 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
220 | 120-34891-001 . COVER, TRIM, FRONT ............0.... ee VS4956 1
-221 | 120-34891-003 . COVER, TRIM, FRONT ...............0 cece VS4956 1
230 | 120-34691-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-110)........ VS4956 1
ATTACHING PARTS
240 | MS24693-S24 SCREW... cccccccccccccseseeeeeeeeeeeeeenseeeeeees i)

-ITEM NOT ILLUSTRATED

Single Passenger Seat (120-36833-005)

Figur","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
166,t_p_120_1176_p000166,00000166.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000166.tif,7323c0611c990698d63b61def4a6c209e6316cbe839627e1371eddb8830cd215,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,80,436,1,"[""120-36833-513""]","-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
50
50
hs 20
90 Oy
80 4 | _~ (D) 40
mo /| (A) 30
70 gn ‘Pre
80 \ NN
100
SE os
170 140 «2 / / (A)
VYs © Danese ©
J 130 0 y; a
( 110 . JS (C)
150 160
(B) 190
ase 200 230
210
180 a 200 | db
By ae ®
r Q :
230 ; 230 _A
120TP250037.MCE
Single Passenger Seat (120-36833-513)
Figure 24
Sheet 1
EFFECTIVITY: ALL 25-21 -00
Page 1123
T.P. 120/1176 Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
167,t_p_120_1176_p000167,00000167.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000167.tif,1fe871f081d3d8ded0859a13984b13665cf1e92e96dd55dd14e51fe46e736dc7,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,209,1815,10,"[""120-29067-005"", ""120-33774-001"", ""120-36833-017"", ""120-36833-513"", ""120-36838-001"", ""120-36842-001"", ""120-38634-001"", ""120-41208-001"", ""120-46439-001"", ""120-46443-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY
24 - | 120-36833-513 SINGLE PASSENGER SEAT ASSY ............ VS4956 A REF
1 | 120-29067-005 . STRUCTURE, ASSY. (SEE FIGURE
29-21-00-82) ooo. eee eeeeeneneeeereee VS4956 1
10 | 120-33774-001 LINING ASSY., SEAT BOTTOM................ VS4956 1
20 | 120-36838-001 _ LINING ASSY., SEAT BACKREST............. VS4956 1
30 | 120-46443-001 . FOAM ASSY., SEAT BACKREST .............. VS4956 1
40 | 120-46439-001 . COMPLEMENT, BACKREST .................5 VS4956 1
50 | PE915051-1-PT / SEAT BELLT...........0ccccceeeeeeeeeteeeeteeeesnreneeens VS4956 1
ATTACHING PARTS
60 | AN960-416L WASHER. |... ..eeecceceeeereeeseneeceerteeenereeeennneeees 2
70 |MS21042L4 NUT otter eineerereniteeserenas 2
80 | PE64005-1 BUSHING Qo... eeeeceeeeceeeeeeeeeeeeteeenenenetens 2
90 | AN4-22A SO) 1
100 | AN4-5A 1 1
110 | 120-36842-001 . STOWAGE ASSY., LIFE JACKE","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
168,t_p_120_1176_p000168,00000168.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000168.tif,c29b6e2170bdec78935d6c9ed552b6b8b3449198ac95f130534ec3c0548a3945,table,detailed_parts_list,medium,"[""part_number_present"", ""ipl_column_terms""]",,needs_review,,110,872,5,"[""120-36833-513"", ""120-37735-001"", ""120-40795-002"", ""120-40796-001"", ""120-40796-003""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
24 190 | AM03078-22 ASHTRAY 0... ccccccccccccccceececceceetseetsassaneeeaeees E065846 1
200 | 120-37735-001 . LINING ASSY., - ARMREST ............00::cceee VS4956 2
210 | 120-40795-002 . COVER, TRIM, REAR-FIXED ARMREST.. VS4956 1
-211 | 12040795-001 . COVER, TRIM, REAR-FIXED ARMREST.. VS4956 1
220 | 120-40796-003 . COVER, TRIM, FRONT...............c0c eee VS4956 1
-221 | 120-40796-001 . COVER, TRIM, FRONT...............0cceceeee VS4956 1
ATTACHING PARTS
230 | MS24693-S24 1 Old a | re 9
USAGE CODE LIST
A AIRCRAFT 120035 THRU 120048,
120052, 120056 AND 120059
-ITEM NOT ILLUSTRATED
Single Passenger Seat (120-36833-513)
Figure 24
Sheet 3
EFFECTIVITY: ALL 25-21 -00
Page 1125
T.P. 120/1176 Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
169,t_p_120_1176_p000169,00000169.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000169.tif,63c379373317e6c145c55d6eb756c6e4b5104d00341f8c2158950fa9a36dbd13,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,67,367,1,"[""120-36833-515""]","-< ENMIBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
|
60
60
a) 30
100 “bo
i 74 tT o (A) 80 ye 40
801) Pa
*° \ NN
sé 1B
150 (FE (A)
om PZ 4p eZ
Loe? « Be
exh <> On
170
IW (B) 00 ~S 90 ‘|
L aS 10— | Re (A)
oo 0 ~ 210 4
| 120TP250038A.MCE
Single Passenger Seat (120-36833-515)
‘Sheet 1
EFFECTIVITY: ALL 25-21 -00
T.P. 120/1176 Sep 30198
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
170,t_p_120_1176_p000170,00000170.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000170.tif,fdf5d910cce2b4d20f11c1f283aa32d60f5af913d56d31a41d04b7310a02707d,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,223,1775,11,"[""120-29067-015"", ""120-33774-001"", ""120-36833-015"", ""120-36833-017"", ""120-36833-515"", ""120-36838-001"", ""120-36842-001"", ""120-37313-001"", ""120-37735-001"", ""120-46439-001"", ""120-46443-001""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM PER
NUMBER TO ASSY
25 - | 120-36833-515 SINGLE PASSENGER SEAT ASSY ............ VS4956 A REF
1 | 120-36833-015 _ KIT, SNACK TABLE FOLDING, ASSY
(SEE FIGURE 25-21-00-111) ...... VS4956 1
10 | 120-29067-015 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-84) ooo. ccc cceeeeteeeeeeeeenees VS4956 1
20 | 120-33774-001 . LINING ASSY., SEAT BOTTOM................ VS4956 1
30 | 120-36838-001 . LINING ASSY., SEAT BACKREST............. VS4956 1
40 | 120-46443-001 . FOAM ASSY., SEAT BACKREST .............. VS4956 1
50 | 120-46439-001 . COMPLEMENT, BACKREST ...........0........ VS4956 1
60 | PE915051-1-PT SEAT BELT wu... ccc. ccc ccccceccccccecceeeccuseeueeeeees VS4956 1
ATTACHING PARTS
70 | AN960-416L ANS) |) 2
80 |MS21042L4 NO 2
90 | PE64005-1 BUSHING 2.0... occ cccccccceccceccecceeeceneeeceeeeanes 2
100 | AN4-22A 1 O) El ee 1
110 | AN4-5A SO) Al ee 1
120 | 12","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
171,t_p_120_1176_p000171,00000171.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000171.tif,41d195d1d3e3351f18ccd2a3aff077c13e778596d9077b6fd557c024ab5976fb,table,detailed_parts_list,medium,"[""part_number_present"", ""ipl_column_terms""]",,needs_review,,92,754,5,"[""120-36833-515"", ""120-40795-001"", ""120-40795-002"", ""120-40796-001"", ""120-40796-003""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY

25 190 | 120-40795-001 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1

-191 | 120-40795-002 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1

200 | 120-40796-003 . COVER, TRIM, FRONT ............0:ceeeeee VS4956 1

-201 | 120-40796-001 . COVER, TRIM, FRONT .............::eeeee VS4956 1

ATTACHING PARTS

210 | MS24693-S24 SCREW... ceecceeceereeeeeereeeeetereeeeneeeennes 9g

USAGE CODE LIST

A AIRCRAFT 120034 THRU 120048 AND
120052

-ITEM NOT ILLUSTRATED

Single Passenger Seat (120-36833-515)
Figure 25
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1128

T.P. 120/1176 Sep 30/98

","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
172,t_p_120_1176_p000172,00000172.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000172.tif,d804e37029adc4455ebc93eb45e28a86f10182febd5e2855af223439c266d9ec,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,75,406,1,"[""120-36833-517""]","-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
50
50
aii. ©)
80 6045 ‘fe ® 40 SS
“0 \ la .
100
B
SF <
40 7 / (A)
120 Z, ass
on SZ
VY © i Ze
\ S/ 130 10 iS —
(/ 110 PR (C)
(B) 150
g 3 160
190 179 200
oS 180 | 1
ay oT ee
r
200 200 5
120TP250039.MCE
Single Passenger Seat (120-36833-517)
Figure 26
Sheet 1
EFFECTIVITY: ALL 25-21 -00
Page 1129
T.P. 120/1176 Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
